"qual_db_id","class","order","family","genus","sci_name","common_name","tax_level","initials","qual_found","n","lipid_ww","protein_ww","energy_ww","energy_method","lipid_dw","protein_dw","energy_dw","lipid_afdw","protein_afdw","energy_afdw","water","ash_ww","ash_dw","length_type","length_mean_cm","length_min_cm","length_max_cm","ww_mean_g","ww_min_g","ww_max_g","life_stage","age","sex","start_day","end_day","start_month","end_month","start_year","end_year","lat","long","longhurst_province","specific_location","ocean_basin","publication_year","reference","url","notes"
37,"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Pacific herring","species","ZR","yes",5,12.2,18.5,NA,NA,NA,NA,NA,NA,NA,NA,66.8,2.4,NA,NA,NA,NA,NA,NA,50,150,NA,NA,NA,NA,NA,"November","February","1977","1977",57.8,-152.3,"ALSK","Kodiak and Seward, Alaska","Pacific Ocean",1981,"Ashwell-Erickson, S. The Energy Cost Of Free Existence For bering Sea Harbor And Spotted Seals. University of Alaska 1–209 (1981) doi:NA.","https://scholarworks.alaska.edu/handle/11122/9272","I took coordinates from near kodiak alaska; No length or age data for prey"
38,"Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii","Pacific herring","species","ZR","yes",5,5.1,20,NA,NA,NA,NA,NA,NA,NA,NA,71.7,2.3,NA,NA,NA,NA,NA,NA,50,150,NA,NA,NA,NA,NA,"June","November","1978","1978",57.8,-152.3,"ALSK","Kodiak and Seward, Alaska","Pacific Ocean",1981,"Ashwell-Erickson, S. The Energy Cost Of Free Existence For bering Sea Harbor And Spotted Seals. University of Alaska 1–209 (1981) doi:NA.","https://scholarworks.alaska.edu/handle/11122/9272","I took coordinates from near kodiak alaska; No length or age data for prey"
39,"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis","Nematoscelis megalops","Krill","species","ZR","yes",NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.37,35.8,"SANT","Marion Island","Indian Ocean",1992,"Attwood, C. G. & Hearshaw, K. D. Lipid content and composition of sub-Antarctic euphausiids and copepods from the Prince Edward Islands. South African Journal of Antarctic Research 22, 3–13 (1992).","10.1017/S0954102003001573","This other paper in this comment has lipid dry mass but not wet mass, no way to convert. Huenerlage, K., & Buchholz, F. (2013). 2 PUBLICATION I. Krill in the Arctic and the Atlantic, 35(2), 15."
40,"Malacostraca","Decapoda","Pandalidae","Pandalus","Pandalus jordani","Cold-water prawn","species","ZR","yes",NA,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.73,1.77,NA,NA,NA,NA,NA,NA,NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCAL","Pacific NW coast","Pacific Ocean",1976,"Babbitt, J. K., Law, D. K. & Crawford, D. L. Improved acceptance and shelf life of frozen minced fish with shrimp. J Food Science 41, 35–37 (1976).","10.1111/j.1365-2621.1976.tb01095.x","MRG 4/6/21: methods say from local commerical sources. Paper is from Astoria, Oregon. So guessing location in offshore Oregon. or this reason also assuming adults. ZT 9/14/23: ""Rockfish (Sebastes melanops) and shrimp pieces (Pandalus jordani) were obtained from local commercial sources"" - no explicit date or location information provided (besides locality being Astoria)"
41,"Actinopterygii","Perciformes","Scombridae","Scomber","Scomber japonicus","Pacific chub mackerel","species","ZR","yes",3,18.62,18.12,NA,NA,NA,NA,NA,NA,NA,NA,58.29,1.47,NA,"TL",34.7,NA,NA,422.4,NA,NA,NA,NA,NA,NA,NA,"December","December","2009","2009",33.61,126.54,"CHIN","Jeju, Korea","Pacific Ocean",2011,"Bae, J. H., Yoon, S. H. & Lim, S. Y. Heavy metal contents and chemical compositions of atlantic (Scomber scombrus), blue (Scomber australasicus), and chub (Scomber japonicus) mackerel muscles. Food Sci Biotechnol 20, 709–714 (2011).","10.1007/s10068-011-0100-z","""chub mackerel were captured around... Jeju of Korea in December 2009"" = Assume Jeju Island; Lat and long were estimated offshore ~10km from Jeju-si on Jeju Island"
42,"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana","Diaphanous hatchet fish","species","ZR","yes",NA,2.01,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SL",2.19,1.25,3.6,NA,NA,NA,NA,NA,NA,NA,NA,"September","October","1980","1980",NA,NA,"CCAL","NE Pacific","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","No specific location, as these values are an average of values from three different samping stations. MRG 4/6/21: Stations are CCAL and gyre off CCAL (NPTG). Using CCAL as location since avergae value and CCAL is closest. No lifestage"
43,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus sladeni","Sladen's hatchetfish","species","ZR","yes",10,8.1,NA,NA,NA,NA,NA,NA,38.1,NA,NA,74.8,NA,NA,"SL",33.8,28.8,38.6,0.7,0.1,1.3,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-120.33,"CCAL","Current station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
44,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus sladeni","Sladen's hatchetfish","species","ZR","yes",10,0.9,NA,NA,NA,NA,NA,NA,5,NA,NA,79.3,NA,NA,"SL",37.6,17.5,55.1,1.5,1.4,5.4,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-124,"CCAL","Transition station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
45,"Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus","Argyropelecus sladeni","Sladen's hatchetfish","species","ZR","yes",10,1.8,NA,NA,NA,NA,NA,NA,15.1,NA,NA,85.8,NA,NA,"SL",35.3,15,54.4,1.3,0.1,2.4,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-134,"NPTG","Gyre station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
46,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus townsendi","Dogtooth lampfish","species","ZR","yes",10,19.3,9.7,9.39,"proximate_composition",NA,NA,NA,69.4,32.6,NA,67.4,NA,NA,"SL",5.67,4.84,7.16,2.8,1.4,5.4,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-124,"CCAL","Transition station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
47,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus townsendi","Dogtooth lampfish","species","ZR","yes",10,11.9,8.6,6.41,"proximate_composition",NA,NA,NA,56.9,41.8,NA,76.2,NA,NA,"SL",3.97,2.48,5.09,0.6,0.1,1.3,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-120.33,"CCAL","Current station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
48,"Actinopterygii","Myctophiformes","Myctophidae","Ceratoscopelus","Ceratoscopelus townsendi","Dogtooth lampfish","species","ZR","yes",12,9.4,9.3,5.67,"proximate_composition",NA,NA,NA,45.7,47.7,NA,77.2,NA,NA,"SL",4.21,2.29,5.63,1.2,0.1,2.4,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-134,"NPTG","Gyre station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
49,"Actinopterygii","Stomiiformes","Stomiidae","Idiacanthus","Idiacanthus antrostomus","Pacific blackdragon","species","ZR","yes",8,7.7,NA,NA,NA,NA,NA,NA,36.1,NA,NA,76.7,NA,NA,"SL",19.64,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-120.33,"CCAL","Current station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
50,"Actinopterygii","Stomiiformes","Stomiidae","Idiacanthus","Idiacanthus antrostomus","Pacific blackdragon","species","ZR","yes",8,5.7,NA,NA,NA,NA,NA,NA,34.6,NA,NA,80.7,NA,NA,"SL",23.72,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-134,"NPTG","Gyre station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
51,"Actinopterygii","Stomiiformes","Stomiidae","Idiacanthus","Idiacanthus antrostomus","Pacific blackdragon","species","ZR","yes",8,4,NA,NA,NA,NA,NA,NA,26,NA,NA,82,NA,NA,"SL",24.37,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-124,"CCAL","Transition station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
52,"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri","Broadfin lampfish","species","ZR","yes",10,18.5,10.3,9.2,"proximate_composition",NA,NA,NA,63.3,35.1,NA,68.6,NA,NA,"SL",5.85,3.92,7.41,2,0.2,4.2,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-120.33,"CCAL","Current station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","synonym in paper; Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
53,"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri","Broadfin lampfish","species","ZR","yes",10,15.5,9.7,7.96,"proximate_composition",NA,NA,NA,54.5,34.6,NA,69.8,NA,NA,"SL",7.62,5,10.51,5.5,0.9,12.6,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-124,"CCAL","Transition station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","synonym in paper; Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
54,"Actinopterygii","Myctophiformes","Myctophidae","Lampanyctus","Lampanyctus ritteri","Broadfin lampfish","species","ZR","yes",10,9.5,9.2,5.66,"proximate_composition",NA,NA,NA,41.1,40.2,NA,75.4,NA,NA,"SL",5.16,3.99,10.15,1.9,0.5,10.6,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-134,"NPTG","Gyre station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","synonym in paper; Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
55,"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana","Diaphanous hatchet fish","species","ZR","yes",10,8.3,9.2,3.61,"proximate_composition",NA,NA,NA,24.6,59.8,NA,82.2,NA,NA,"SL",2.25,1.77,29.7,0.5,0.2,0.9,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-120.33,"CCAL","Current station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
56,"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana","Diaphanous hatchet fish","species","ZR","yes",10,4.6,6.4,1.92,"proximate_composition",NA,NA,NA,10.5,67.8,NA,88.3,NA,NA,"SL",2.96,1.66,3.6,0.9,0.1,2.4,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-124,"CCAL","Transition station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
57,"Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx","Sternoptyx diaphana","Diaphanous hatchet fish","species","ZR","yes",18,5.4,9,2.67,"proximate_composition",NA,NA,NA,10.9,67.5,NA,83.4,NA,NA,"SL",1.73,1.25,2.05,0.3,0.1,0.5,NA,NA,NA,NA,NA,"September","October","1980","1980",32.5,-134,"NPTG","Gyre station","Pacific Ocean",1986,"Bailey, T. G. & Robison, B. H. Food availability as a selective factor on the chemical compositions of midwater fishes in the eastern North Pacific. Mar. Biol. 91, 131–141 (1986).","10.1007/BF00397578","Lat long estimated using google earth. I turned in the lat long grid lines and followed them according to the distance from san diego listed in the paper; ash-free dry weight; energy density is converted from kcal/100g"
58,"Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Skipjack tuna","species","ZR","not_whole",NA,1.59,24,NA,NA,NA,NA,NA,NA,NA,NA,69,2.18,NA,NA,NA,NA,NA,1422,NA,NA,NA,NA,NA,NA,NA,"May","May","1982","1982",NA,NA,"GUIN","Nigerian Coastal Waters","Atlantic Ocean",1985,"Balogun, A. M. & Talabi, S. O. Proximate analysis of the flesh and anatomical weight composition of skipjack tuna (Katsuwonus pelamis). Food Chemistry 17, 117–123 (1985).","10.1016/0308-8146(85)90080-9","This paper also has data that looks like could be cited separately, but it is the same author with a subset of the same data, so I decided to cite this one instead. BALOGUN, A. M., & Talabi, S. O. (1984). An investigation into the lipid classes of Skipjack tuna (Katsuwonus pelamis). Journal of Food Science, 49(6), 1638-1639."
59,"Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Skipjack tuna","species","ZR","not_whole",NA,1.9,25.5,NA,NA,NA,NA,NA,NA,NA,NA,70.1,1.96,NA,NA,NA,NA,NA,1397,NA,NA,NA,NA,NA,NA,NA,"January","January","1983","1983",NA,NA,"GUIN","Nigerian Coastal Waters","Atlantic Ocean",1985,"Balogun, A. M. & Talabi, S. O. Proximate analysis of the flesh and anatomical weight composition of skipjack tuna (Katsuwonus pelamis). Food Chemistry 17, 117–123 (1985).","10.1016/0308-8146(85)90080-9","This paper also has data that looks like could be cited separately, but it is the same author with a subset of the same data, so I decided to cite this one instead. BALOGUN, A. M., & Talabi, S. O. (1984). An investigation into the lipid classes of Skipjack tuna (Katsuwonus pelamis). Journal of Food Science, 49(6), 1638-1639."
60,"Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Skipjack tuna","species","ZR","not_whole",NA,1.68,22.7,NA,NA,NA,NA,NA,NA,NA,NA,71.5,2.09,NA,NA,NA,NA,NA,1767,NA,NA,NA,NA,NA,NA,NA,"June","June","1982","1982",NA,NA,"GUIN","Nigerian Coastal Waters","Atlantic Ocean",1985,"Balogun, A. M. & Talabi, S. O. Proximate analysis of the flesh and anatomical weight composition of skipjack tuna (Katsuwonus pelamis). Food Chemistry 17, 117–123 (1985).","10.1016/0308-8146(85)90080-9","This paper also has data that looks like could be cited separately, but it is the same author with a subset of the same data, so I decided to cite this one instead. BALOGUN, A. M., & Talabi, S. O. (1984). An investigation into the lipid classes of Skipjack tuna (Katsuwonus pelamis). Journal of Food Science, 49(6), 1638-1639."
61,"Actinopterygii","Perciformes","Scombridae","Katsuwonus","Katsuwonus pelamis","Skipjack tuna","species","ZR","not_whole",NA,2.57,22.7,NA,NA,NA,NA,NA,NA,NA,NA,71.6,1.53,NA,NA,NA,NA,NA,1895,NA,NA,NA,NA,NA,NA,NA,"September","September","1982","1982",NA,NA,"GUIN","Nigerian Coastal Waters","Atlantic Ocean",1985,"Balogun, A. M. & Talabi, S. O. Proximate analysis of the flesh and anatomical weight composition of skipjack tuna (Katsuwonus pelamis). Food Chemistry 17, 117–123 (1985).","10.1016/0308-8146(85)90080-9","This paper also has data that looks like could be cited separately, but it is the same author with a subset of the same data, so I decided to cite this one instead. BALOGUN, A. M., & Talabi, S. O. (1984). An investigation into the lipid classes of Skipjack tuna (Katsuwonus pelamis). Journal of Food Science, 49(6), 1638-1639."
